desc,name,price,release_date
"Mesh upper with printed pattern and pearlized leather side panels, heel and toe cap. Full-length, low-profile Phylon midsole and forefoot Duralon cushioning. Mesh tongue with puff logo appliqués and embossed reflective graphic on heel. Made exclusively for Supreme.",Supreme®/Nike® Air Streak Spectrum Plus,160,2018-06-14
All cotton terry 6-Panel hat with embroidered logos on visor and back.,Terry Visor Logo 6-Panel,54,2018-06-14
"Cotton blend terry with cotton jersey lining and jacquard pattern. On seam hand pockets, single back patch pocket and elastic waistband with interior adjustable drawcord. Embroidered logo on thigh.",Cable Knit Terry Short,110,2018-06-14
Nylon taslan with mesh lining. On seam hand pockets with single back zip pocket and interior hanging key pocket. Elastic waistband with interior adjustable drawcord. Logo label patch on left thigh.,Nylon Water Short,110,2018-06-14
2” stainless steel foldable blade. Aluminum handle with printed logo. 4” keyring.,Supreme®/StatGear™ Pocket Samurai,36,2018-06-14
Cotton blend crewneck with jacquard mesh logo pattern.,Mesh Stripe Top,98,2018-06-21
Washed linen with printed pattern and single chest pocket.,Wide Stripe Shirt,128,2018-06-21
Lightweight Cordura® nylon and mesh with shockcord around brim. Embroidered logo on front.,Cordura® Mesh Crusher,58,2018-06-21
"Poly velour with raised pattern, on seam pockets and single back patch pocket. Elastic waistband with interior adjustable drawcord. Embroidered logo on thigh. ",Croc Velour Short,110,2018-06-21
"All cotton with enzyme wash and button fly. Slanted hand pockets, back pockets with hidden button closure and patch pockets on thigh. Embroidered graphic on thigh pocket flap.",Supreme®/Spitfire® Cargo Short,148,2018-06-21
All cotton twill Supreme camp cap with shockcord closure and embroidered logo on back.,Arc Logo Shockcord Camp Cap,48,2018-06-21
Cotton fleece with pouch pocket and printed graphic on chest and back.,Supreme®/Spitfire® Hooded Sweatshirt,158,2018-06-21
Spitfire® 80HD Conical soft cruiser wheels with custom Supreme art. Sold as a set of four wheels. Made exclusively for Supreme.,Supreme®/Spitfire® Conical Cruiser Wheels,30,2018-06-21
"Premium croc embossed suede with corduroy, leather lining and insole. Vulcanized waffle outsole with Supreme heel label. Made exclusively for Supreme.",Supreme®/Vans® Crocodile Corduroy Lampin,98,2018-06-21
All cotton slub jersey with printed graphic on chest and athletic label on lower front.,Splatter Tank Top,78,2018-06-21
Lightweight Cordura® nylon Supreme camp cap.,Cordura® Camp Cap,48,2018-06-21
Cowhide leather with cotton lining and snap front closure. Welt pockets at lower front with embroidered graphic on chest and back and debossed logo on lower back.,Eagle Leather Vest,348,2018-06-21
"Poly velour with half zip construction, raised pattern and embroidered logo on chest.  ",Croc Velour Zip Polo,110,2018-06-21
"Premium croc embossed suede with corduroy, leather lining and insole. Vulcanized waffle outsole with Supreme heel label. Made exclusively for Supreme.",Supreme®/Vans® Crocodile Corduroy Sk8-Mid,110,2018-06-21
"Powder coated stainless steel with printed logo on 2.4"" blade. Logo label patch on axe head cover. ",Supreme®/SOG® Hand Axe,78,2018-06-21
"T3 Skate Tool with 3/8"", 1/2"" and 9/16"" sockets and removeable dual Phillips and 1/8"" Allen key. Engraved logos on front and back. Made exclusively for Supreme.",Supreme®/Spitfire® Skate Tool,24,2018-06-21
All cotton knit polo with three-button placket and embroidered logo on chest.,Knit Polo,118,2018-06-21
All cotton classic Supreme t-shirt with printed graphic on front and lower back.,Supreme®/Spitfire® Classic Swirl T-Shirt,44,2018-06-21
All cotton classic Supreme t-shirt with printed graphic on front and lower back.,Supreme®/Spitfire® Cat T-Shirt,44,2018-06-21
Water resistant poly with cotton jersey lining and snap front closure. Hand pockets at lower front with interior chest pocket. Elastic cuffs and drawcord at hem. Printed graphic on chest and back.,Supreme®/Spitfire® Coaches Jacket,158,2018-06-21
All cotton classic Supreme t-shirt with printed graphic on front.,Gonz Logo Tee,36,2018-06-28
All cotton classic Supreme t-shirt with printed graphic on front.,Tentacles Tee,36,2018-06-28
All cotton 5-Panel hat with snap closure and printed pattern. Printed logo on front and embroidered logo on back.,Floral 5-Panel,44,2018-06-28
All cotton classic Supreme t-shirt with printed graphic on front.,Swimmers Tee,36,2018-06-28
All cotton jersey crewneck with rib welt pocket and and embroidered logo on chest.,Ribbed Pocket Tee,78,2018-06-28
"All cotton 13.75 oz. denim with Liquid Blue© Skull Pile printed pattern and solid bottom panel and straps. Logo label patch at center. 19.5"" x 7"" x 14"". ",Skull Pile Denim Tote,98,2018-06-28
All cotton classic Supreme t-shirt with printed graphic on front and back. Original artwork by Richard Estes.,Hardware Tee,40,2018-06-28
Rayon shirt with printed pattern and single chest pocket.,Vibrations Rayon Shirt,128,2018-06-28
Nylon mesh with striped rib collar and sleeves. Embroidered satin logo on chest and athletic label on lower front.,Mesh Baseball Top,110,2018-06-28
All cotton classic Supreme t-shirt with printed graphic on front.,Mona Lisa Tee,36,2018-06-28
Breathalyzer keychain with printed logo on front.,Supreme®/BACtrack® Go Keychain,48,2018-06-28
All cotton classic Supreme t-shirt with printed graphic on front.,Ganesha Tee,36,2018-06-28
"All cotton jersey with printed pattern, three-button placket and ribbed collar. Embroidered logo on chest pocket.",Bridle Print Polo,98,2018-06-28
All nylon Supreme camp cap with rubberized logo patch on front and elastic at back.,Raised Logo Patch Camp Cap,48,2018-06-28
All cotton classic Supreme t-shirt with printed graphic on front.,Rocks Tee,36,2018-06-28
"Poly with mesh lining and printed pattern. On seam hand pockets and back pocket with snap closure. Elastic waistband with interior drawcord and interior hanging key pocket. Original alphabet artwork by Erte. ©Sevenarts, Ltd.",Alphabet Water Short,118,2018-06-28
"All cotton terry with printed graphic. 39"" X 69.5"". Original alphabet artwork by Erte. ©Sevenarts, Ltd.",Alphabet Beach Towel,68,2018-06-28
Cotton blend with mesh jacquard logo pattern.,Mesh Stripe Tank Top,78,2018-07-05
"Water resistant nylon taslan with mesh lining and woven logo taping. On seam hand pockets and single back zip pocket. Bottom gussets with zipper closure, elastic cuffs and waistband with interior drawcord and interior hanging key pocket. ",Tonal Taping Track Pant,128,2018-07-05
"Packable, inflatable one-person kayak with printed logos on sides and base. Includes pump and oar with printed logo on each blade. 7'10"" length with 250 lbs. maximum weight.",Advanced Elements® Packlite™ Kayak,498,2018-07-05
Nylon taslan crusher with woven logo taping around brim.,Tonal Taping Crusher,58,2018-07-05
All cotton jersey crewneck with contrast piping and printed logo on chest.,Team Ringer Tee,78,2018-07-05
"BioLife outer construction with full zip closure, two logo printed webbing belts and printed logo on back. U.S. Coast Guard Approved Type III. ",Supreme®/O'Brien® Life Vest,128,2018-07-05
Nylon taslan with mesh lining and woven logo taping. On seam hand pockets and single back pocket with snap closure. Elastic waistband with interior drawcord and interior hanging key pocket.,Tonal Taping Water Short,118,2018-07-05
All cotton knit polo with three-button placket and embroidered logo on chest.,Striped Knit Polo,128,2018-07-05
"All cotton terry with debossed logo pattern. 39"" X 69.5”. ",Debossed Logo Beach Towel,68,2018-07-05
Nylon taslan Supreme camp cap with velcro closure and woven logo taping at back and sides.,Tonal Taping Camp Cap,48,2018-07-05
Water resistant nylon taslan with mesh lining and full zip closure with woven logo taping. Hand pockets at lower front with hidden zip closure. Elastic cuffs and hem with vent at back.,Classic Logo Taping Track Jacket,158,2018-07-05
